ID;Latitude;Longitude
1;-38.1122262646962;145.2973358179973
2;-38.11387967789623;145.29664996099734
3;-37.99082332289611;145.24322287199686
4;-38.08253240839618;145.27631345699717
5;-38.088351250696185;145.27749261799718
6;-38.097048313396186;145.28284739699723
7;-38.09708251839619;145.28241961899724
8;-38.10917383089617;145.2835045809972
9;-38.109457720996176;145.2833040429972
10;-38.10625331619619;145.2836921199972
11;-38.022107644996126;145.25119774999695
12;-38.024715841796144;145.25375892399703
13;-38.0325520830962;145.2734390459971
14;-38.0442398328962;145.27607171199716
15;-38.03220008499617;145.2664544059971
16;-38.030814503796144;145.25698877999702
17;-38.04042235489615;145.25424264399695
18;-38.07995949879634;145.33759228899757
19;-38.113612756196325;145.3388155439976
20;-38.11259988699632;145.33898686999763
21;-38.112635384296325;145.34173244599765
22;-38.11219594669632;145.3412355649976
23;-38.10418621639629;145.32525789899748
24;-38.115746704896274;145.3234225979975
25;-38.0654294534962;145.2842742189972
26;-38.05251752499622;145.28893198799722
27;-38.05233111139622;145.28696819199726
28;-38.05077199359623;145.2886393759972
29;-38.07147110349628;145.31527295699743
30;-38.00439333079621;145.27348648799716
31;-37.99922273409618;145.26183443499704
32;-38.00380373039623;145.2837630379972
33;-38.01612942019622;145.2826186549972
34;-38.01577390769621;145.28250204999725
35;-37.99744699619616;145.26455221699703
36;-37.99704470679618;145.26465045299707
37;-37.98189621889614;145.24229482799691
38;-38.00151111899621;145.27319478699715
39;-38.00012839419617;145.26156183499702
40;-38.00453724809618;145.26660704099706
41;-38.00458422869619;145.26688029099714
42;-38.00435060489618;145.26652990399714
43;-38.00382872579619;145.26610689299707
44;-38.00565765709621;145.27141347499713
45;-38.06961723609631;145.32617286799754
46;-37.99592737269616;145.250560919997
47;-37.99567950429616;145.25052409599695
48;-37.99547201029615;145.25051822899695
49;-37.99469454679611;145.2400659119969
50;-37.9948134859961;145.2394917519969
51;-37.9947425180961;145.23919743599689
52;-37.98559842169615;145.25167560199696
53;-37.9790195669962;145.27095026299713
54;-37.97924774219621;145.2694404469971
55;-37.979079983196165;145.24754030599692
56;-37.97906238119612;145.24776753999697
57;-37.97064861249616;145.24926246999695
58;-37.97789787539617;145.259380051997
59;-37.978954978896176;145.25957222999705
60;-38.07470955509633;145.33627141099757
61;-37.97112626959624;145.27659608999718
62;-37.967877012896224;145.27510863299716
63;-37.96770490239624;145.27376292299712
64;-38.0606301594963;145.32372903999752
65;-38.07406048289633;145.3384252829976
66;-38.024946092696375;145.34958159599765
67;-38.01774721129631;145.31830494299746
68;-38.0223643838963;145.3212979369975
69;-38.01537869499628;145.29435491199732
70;-38.02661953959628;145.30575052799736
71;-38.01711802369627;145.29525420599728
72;-38.016273301596286;145.29853926399733
73;-38.02018299239624;145.29250552899728
74;-38.02113769109626;145.2950982189973
75;-38.02028399429626;145.30090545299737
76;-38.01963515119628;145.3005263399974
77;-38.01713420079627;145.2993987219973
78;-38.00584006579631;145.31529752699743
79;-38.03333218679629;145.30773435699737
80;-38.03294305059627;145.3060227769974
81;-38.03437405739628;145.3074310159974
